Year,Area,avg_temp,average_rain_fall_mm_per_year,Domain,Element,Item,Unit,Value
1985,Afghanistan,15.52,327,Crops,Yield,Maize,hg/ha,16652.0
1985,Afghanistan,15.52,327,Crops,Yield,Potatoes,hg/ha,140909.0
1985,Afghanistan,15.52,327,Crops,Yield,"Rice, paddy",hg/ha,22482.0
1985,Afghanistan,15.52,327,Crops,Yield,Wheat,hg/ha,12277.0
1986,Afghanistan,14.71,327,Crops,Yield,Maize,hg/ha,16875.0
1986,Afghanistan,14.71,327,Crops,Yield,Potatoes,hg/ha,158667.0
1986,Afghanistan,14.71,327,Crops,Yield,"Rice, paddy",hg/ha,22400.0
1986,Afghanistan,14.71,327,Crops,Yield,Wheat,hg/ha,11890.0
1987,Afghanistan,15.46,327,Crops,Yield,Maize,hg/ha,17020.0
1987,Afghanistan,15.46,327,Crops,Yield,Potatoes,hg/ha,155000.0
1987,Afghanistan,15.46,327,Crops,Yield,"Rice, paddy",hg/ha,20000.0
1987,Afghanistan,15.46,327,Crops,Yield,Wheat,hg/ha,12849.0
1989,Afghanistan,14.46,327,Crops,Yield,Maize,hg/ha,16963.0
1989,Afghanistan,14.46,327,Crops,Yield,Potatoes,hg/ha,152632.0
1989,Afghanistan,14.46,327,Crops,Yield,"Rice, paddy",hg/ha,18824.0
1989,Afghanistan,14.46,327,Crops,Yield,Wheat,hg/ha,11180.0
1990,Afghanistan,15.45,327,Crops,Yield,Maize,hg/ha,17582.0
1990,Afghanistan,15.45,327,Crops,Yield,Potatoes,hg/ha,168421.0
1990,Afghanistan,15.45,327,Crops,Yield,"Rice, paddy",hg/ha,19029.0
1990,Afghanistan,15.45,327,Crops,Yield,Wheat,hg/ha,10510.0
1991,Afghanistan,14.57,327,Crops,Yield,Maize,hg/ha,16800.0
1991,Afghanistan,14.57,327,Crops,Yield,Potatoes,hg/ha,166418.0
1991,Afghanistan,14.57,327,Crops,Yield,"Rice, paddy",hg/ha,19364.0
1991,Afghanistan,14.57,327,Crops,Yield,Wheat,hg/ha,10213.0
1992,Afghanistan,14.35,327,Crops,Yield,Maize,hg/ha,15000.0
1992,Afghanistan,14.35,327,Crops,Yield,Potatoes,hg/ha,166667.0
1992,Afghanistan,14.35,327,Crops,Yield,"Rice, paddy",hg/ha,17143.0
1992,Afghanistan,14.35,327,Crops,Yield,Wheat,hg/ha,10313.0
1993,Afghanistan,14.96,327,Crops,Yield,Maize,hg/ha,16786.0
1993,Afghanistan,14.96,327,Crops,Yield,Potatoes,hg/ha,166912.0
1993,Afghanistan,14.96,327,Crops,Yield,"Rice, paddy",hg/ha,17143.0
1993,Afghanistan,14.96,327,Crops,Yield,Wheat,hg/ha,10211.0
1994,Afghanistan,14.94,327,Crops,Yield,Maize,hg/ha,16667.0
1994,Afghanistan,14.94,327,Crops,Yield,Potatoes,hg/ha,165942.0
1994,Afghanistan,14.94,327,Crops,Yield,"Rice, paddy",hg/ha,19000.0
1994,Afghanistan,14.94,327,Crops,Yield,Wheat,hg/ha,10250.0
1995,Afghanistan,15.04,327,Crops,Yield,Maize,hg/ha,16563.0
1995,Afghanistan,15.04,327,Crops,Yield,Potatoes,hg/ha,166187.0
1995,Afghanistan,15.04,327,Crops,Yield,"Rice, paddy",hg/ha,22941.0
1995,Afghanistan,15.04,327,Crops,Yield,Wheat,hg/ha,10890.0
1996,Afghanistan,14.87,327,Crops,Yield,Maize,hg/ha,16364.0
1996,Afghanistan,14.87,327,Crops,Yield,Potatoes,hg/ha,166429.0
1996,Afghanistan,14.87,327,Crops,Yield,"Rice, paddy",hg/ha,19429.0
1996,Afghanistan,14.87,327,Crops,Yield,Wheat,hg/ha,11220.0
1997,Afghanistan,14.77,327,Crops,Yield,Maize,hg/ha,15000.0
1997,Afghanistan,14.77,327,Crops,Yield,Potatoes,hg/ha,167857.0
1997,Afghanistan,14.77,327,Crops,Yield,"Rice, paddy",hg/ha,22222.0
1997,Afghanistan,14.77,327,Crops,Yield,Wheat,hg/ha,12764.0
1998,Afghanistan,15.14,327,Crops,Yield,Maize,hg/ha,16500.0
1998,Afghanistan,15.14,327,Crops,Yield,Potatoes,hg/ha,167857.0
1998,Afghanistan,15.14,327,Crops,Yield,"Rice, paddy",hg/ha,25000.0
1998,Afghanistan,15.14,327,Crops,Yield,Wheat,hg/ha,12964.0
1999,Afghanistan,15.89,327,Crops,Yield,Maize,hg/ha,15000.0
1999,Afghanistan,15.89,327,Crops,Yield,Potatoes,hg/ha,167857.0
1999,Afghanistan,15.89,327,Crops,Yield,"Rice, paddy",hg/ha,20000.0
1999,Afghanistan,15.89,327,Crops,Yield,Wheat,hg/ha,12329.0
2000,Afghanistan,15.82,327,Crops,Yield,Maize,hg/ha,11979.0
2000,Afghanistan,15.82,327,Crops,Yield,Potatoes,hg/ha,167857.0
2000,Afghanistan,15.82,327,Crops,Yield,"Rice, paddy",hg/ha,20000.0
2000,Afghanistan,15.82,327,Crops,Yield,Wheat,hg/ha,7240.0
2001,Afghanistan,15.85,327,Crops,Yield,Maize,hg/ha,20000.0
2001,Afghanistan,15.85,327,Crops,Yield,Potatoes,hg/ha,167857.0
2001,Afghanistan,15.85,327,Crops,Yield,"Rice, paddy",hg/ha,20000.0
2001,Afghanistan,15.85,327,Crops,Yield,Wheat,hg/ha,8977.0
2002,Afghanistan,15.71,327,Crops,Yield,Maize,hg/ha,29800.0
2002,Afghanistan,15.71,327,Crops,Yield,Potatoes,hg/ha,164286.0
2002,Afghanistan,15.71,327,Crops,Yield,"Rice, paddy",hg/ha,28741.0
2002,Afghanistan,15.71,327,Crops,Yield,Wheat,hg/ha,15419.0
2004,Afghanistan,16.13,327,Crops,Yield,Maize,hg/ha,16000.0
2004,Afghanistan,16.13,327,Crops,Yield,Potatoes,hg/ha,176471.0
2004,Afghanistan,16.13,327,Crops,Yield,"Rice, paddy",hg/ha,23744.0
2004,Afghanistan,16.13,327,Crops,Yield,Wheat,hg/ha,12659.0
2005,Afghanistan,14.85,327,Crops,Yield,Maize,hg/ha,12069.0
2005,Afghanistan,14.85,327,Crops,Yield,Potatoes,hg/ha,150000.0
2005,Afghanistan,14.85,327,Crops,Yield,"Rice, paddy",hg/ha,30313.0
2005,Afghanistan,14.85,327,Crops,Yield,Wheat,hg/ha,18215.0
2006,Afghanistan,15.8,327,Crops,Yield,Maize,hg/ha,26204.0
2006,Afghanistan,15.8,327,Crops,Yield,Potatoes,hg/ha,150000.0
2006,Afghanistan,15.8,327,Crops,Yield,"Rice, paddy",hg/ha,33750.0
2006,Afghanistan,15.8,327,Crops,Yield,Wheat,hg/ha,13760.0
2007,Afghanistan,15.52,327,Crops,Yield,Maize,hg/ha,26277.0
2007,Afghanistan,15.52,327,Crops,Yield,Potatoes,hg/ha,150400.0
2007,Afghanistan,15.52,327,Crops,Yield,"Rice, paddy",hg/ha,32471.0
2007,Afghanistan,15.52,327,Crops,Yield,Wheat,hg/ha,18183.0
2008,Afghanistan,15.48,327,Crops,Yield,Maize,hg/ha,26277.0
2008,Afghanistan,15.48,327,Crops,Yield,Potatoes,hg/ha,140000.0
2008,Afghanistan,15.48,327,Crops,Yield,"Rice, paddy",hg/ha,32211.0
2008,Afghanistan,15.48,327,Crops,Yield,Wheat,hg/ha,12263.0
2009,Afghanistan,15.09,327,Crops,Yield,Maize,hg/ha,21429.0
2009,Afghanistan,15.09,327,Crops,Yield,Potatoes,hg/ha,140000.0
2009,Afghanistan,15.09,327,Crops,Yield,"Rice, paddy",hg/ha,32250.0
2009,Afghanistan,15.09,327,Crops,Yield,Wheat,hg/ha,19666.0
2010,Afghanistan,15.68,327,Crops,Yield,Maize,hg/ha,16448.0
2010,Afghanistan,15.68,327,Crops,Yield,Potatoes,hg/ha,120000.0
2010,Afghanistan,15.68,327,Crops,Yield,"Rice, paddy",hg/ha,32308.0
2010,Afghanistan,15.68,327,Crops,Yield,Wheat,hg/ha,19252.0
2011,Afghanistan,15.81,327,Crops,Yield,Maize,hg/ha,16400.0
2011,Afghanistan,15.81,327,Crops,Yield,Potatoes,hg/ha,100000.0
2011,Afghanistan,15.81,327,Crops,Yield,"Rice, paddy",hg/ha,32000.0
2011,Afghanistan,15.81,327,Crops,Yield,Wheat,hg/ha,15179.0
2012,Afghanistan,14.51,327,Crops,Yield,Maize,hg/ha,21986.0
2012,Afghanistan,14.51,327,Crops,Yield,Potatoes,hg/ha,109524.0
2012,Afghanistan,14.51,327,Crops,Yield,"Rice, paddy",hg/ha,24390.0
2012,Afghanistan,14.51,327,Crops,Yield,Wheat,hg/ha,20104.0
2013,Afghanistan,16.21,327,Crops,Yield,Maize,hg/ha,21972.0
2013,Afghanistan,16.21,327,Crops,Yield,Potatoes,hg/ha,131960.0
2013,Afghanistan,16.21,327,Crops,Yield,"Rice, paddy",hg/ha,24980.0
2013,Afghanistan,16.21,327,Crops,Yield,Wheat,hg/ha,20248.0
1985,Albania,15.91,1485,Crops,Yield,Maize,hg/ha,35128.0
1985,Albania,15.91,1485,Crops,Yield,Potatoes,hg/ha,56667.0
1985,Albania,15.91,1485,Crops,Yield,"Rice, paddy",hg/ha,40000.0
1985,Albania,15.91,1485,Crops,Yield,Sorghum,hg/ha,12963.0
1985,Albania,15.91,1485,Crops,Yield,Soybeans,hg/ha,16000.0
1985,Albania,15.91,1485,Crops,Yield,Wheat,hg/ha,31406.0
1986,Albania,16.07,1485,Crops,Yield,Maize,hg/ha,45065.0
1986,Albania,16.07,1485,Crops,Yield,Potatoes,hg/ha,78571.0
1986,Albania,16.07,1485,Crops,Yield,"Rice, paddy",hg/ha,36667.0
1986,Albania,16.07,1485,Crops,Yield,Sorghum,hg/ha,12950.0
1986,Albania,16.07,1485,Crops,Yield,Soybeans,hg/ha,15000.0
1986,Albania,16.07,1485,Crops,Yield,Wheat,hg/ha,28945.0
1987,Albania,15.93,1485,Crops,Yield,Maize,hg/ha,38148.0
1987,Albania,15.93,1485,Crops,Yield,Potatoes,hg/ha,63571.0
1987,Albania,15.93,1485,Crops,Yield,"Rice, paddy",hg/ha,32121.0
1987,Albania,15.93,1485,Crops,Yield,Sorghum,hg/ha,12800.0
1987,Albania,15.93,1485,Crops,Yield,Soybeans,hg/ha,12000.0
1987,Albania,15.93,1485,Crops,Yield,Wheat,hg/ha,31031.0
1989,Albania,15.7,1485,Crops,Yield,Maize,hg/ha,47969.0
1989,Albania,15.7,1485,Crops,Yield,Potatoes,hg/ha,107778.0
1989,Albania,15.7,1485,Crops,Yield,"Rice, paddy",hg/ha,31296.0
1989,Albania,15.7,1485,Crops,Yield,Sorghum,hg/ha,12806.0
1989,Albania,15.7,1485,Crops,Yield,Soybeans,hg/ha,8571.0
1989,Albania,15.7,1485,Crops,Yield,Wheat,hg/ha,29302.0
1990,Albania,16.37,1485,Crops,Yield,Maize,hg/ha,36613.0
1990,Albania,16.37,1485,Crops,Yield,Potatoes,hg/ha,66667.0
1990,Albania,16.37,1485,Crops,Yield,"Rice, paddy",hg/ha,23333.0
1990,Albania,16.37,1485,Crops,Yield,Sorghum,hg/ha,12500.0
1990,Albania,16.37,1485,Crops,Yield,Soybeans,hg/ha,7000.0
1990,Albania,16.37,1485,Crops,Yield,Wheat,hg/ha,30197.0
1991,Albania,15.36,1485,Crops,Yield,Maize,hg/ha,29068.0
1991,Albania,15.36,1485,Crops,Yield,Potatoes,hg/ha,77818.0
1991,Albania,15.36,1485,Crops,Yield,"Rice, paddy",hg/ha,28538.0
1991,Albania,15.36,1485,Crops,Yield,Sorghum,hg/ha,6667.0
1991,Albania,15.36,1485,Crops,Yield,Soybeans,hg/ha,6066.0
1991,Albania,15.36,1485,Crops,Yield,Wheat,hg/ha,20698.0
1992,Albania,16.06,1485,Crops,Yield,Maize,hg/ha,24876.0
1992,Albania,16.06,1485,Crops,Yield,Potatoes,hg/ha,82920.0
1992,Albania,16.06,1485,Crops,Yield,"Rice, paddy",hg/ha,40000.0
1992,Albania,16.06,1485,Crops,Yield,Sorghum,hg/ha,3747.0
1992,Albania,16.06,1485,Crops,Yield,Soybeans,hg/ha,4507.0
1992,Albania,16.06,1485,Crops,Yield,Wheat,hg/ha,24388.0
1993,Albania,16.05,1485,Crops,Yield,Maize,hg/ha,24185.0
1993,Albania,16.05,1485,Crops,Yield,Potatoes,hg/ha,98446.0
1993,Albania,16.05,1485,Crops,Yield,"Rice, paddy",hg/ha,41786.0
1993,Albania,16.05,1485,Crops,Yield,Soybeans,hg/ha,7998.0
1993,Albania,16.05,1485,Crops,Yield,Wheat,hg/ha,29976.0
1994,Albania,16.96,1485,Crops,Yield,Maize,hg/ha,25848.0
1994,Albania,16.96,1485,Crops,Yield,Potatoes,hg/ha,81404.0
1994,Albania,16.96,1485,Crops,Yield,Soybeans,hg/ha,7927.0
1994,Albania,16.96,1485,Crops,Yield,Wheat,hg/ha,24745.0
1995,Albania,15.67,1485,Crops,Yield,Maize,hg/ha,31300.0
1995,Albania,15.67,1485,Crops,Yield,Potatoes,hg/ha,111323.0
1995,Albania,15.67,1485,Crops,Yield,Soybeans,hg/ha,11791.0
1995,Albania,15.67,1485,Crops,Yield,Wheat,hg/ha,28703.0
1996,Albania,15.64,1485,Crops,Yield,Maize,hg/ha,32604.0
1996,Albania,15.64,1485,Crops,Yield,Potatoes,hg/ha,106138.0
1996,Albania,15.64,1485,Crops,Yield,Soybeans,hg/ha,15480.0
1996,Albania,15.64,1485,Crops,Yield,Wheat,hg/ha,21741.0
1997,Albania,15.9,1485,Crops,Yield,Maize,hg/ha,31862.0
1997,Albania,15.9,1485,Crops,Yield,Potatoes,hg/ha,109874.0
1997,Albania,15.9,1485,Crops,Yield,Soybeans,hg/ha,12768.0
1997,Albania,15.9,1485,Crops,Yield,Wheat,hg/ha,28516.0
1998,Albania,16.27,1485,Crops,Yield,Maize,hg/ha,33416.0
1998,Albania,16.27,1485,Crops,Yield,Potatoes,hg/ha,127212.0
1998,Albania,16.27,1485,Crops,Yield,Soybeans,hg/ha,14327.0
1998,Albania,16.27,1485,Crops,Yield,Wheat,hg/ha,28037.0
1999,Albania,16.57,1485,Crops,Yield,Maize,hg/ha,37455.0
1999,Albania,16.57,1485,Crops,Yield,Potatoes,hg/ha,142018.0
1999,Albania,16.57,1485,Crops,Yield,Soybeans,hg/ha,17143.0
1999,Albania,16.57,1485,Crops,Yield,Wheat,hg/ha,24954.0
2000,Albania,16.67,1485,Crops,Yield,Maize,hg/ha,38811.0
2000,Albania,16.67,1485,Crops,Yield,Potatoes,hg/ha,141228.0
2000,Albania,16.67,1485,Crops,Yield,Soybeans,hg/ha,15000.0
2000,Albania,16.67,1485,Crops,Yield,Wheat,hg/ha,30455.0
2001,Albania,16.59,1485,Crops,Yield,Maize,hg/ha,38135.0
2001,Albania,16.59,1485,Crops,Yield,Potatoes,hg/ha,148818.0
2001,Albania,16.59,1485,Crops,Yield,Soybeans,hg/ha,20000.0
2001,Albania,16.59,1485,Crops,Yield,Wheat,hg/ha,28220.0
2002,Albania,16.47,1485,Crops,Yield,Maize,hg/ha,39460.0
2002,Albania,16.47,1485,Crops,Yield,Potatoes,hg/ha,153868.0
2002,Albania,16.47,1485,Crops,Yield,Soybeans,hg/ha,20000.0
2002,Albania,16.47,1485,Crops,Yield,Wheat,hg/ha,31617.0
2004,Albania,16.16,1485,Crops,Yield,Maize,hg/ha,46197.0
2004,Albania,16.16,1485,Crops,Yield,Potatoes,hg/ha,149346.0
2004,Albania,16.16,1485,Crops,Yield,Soybeans,hg/ha,13333.0
2004,Albania,16.16,1485,Crops,Yield,Wheat,hg/ha,31130.0
2005,Albania,15.67,1485,Crops,Yield,Maize,hg/ha,45442.0
2005,Albania,15.67,1485,Crops,Yield,Potatoes,hg/ha,167061.0
2005,Albania,15.67,1485,Crops,Yield,Soybeans,hg/ha,17500.0
2005,Albania,15.67,1485,Crops,Yield,Wheat,hg/ha,31582.0
2006,Albania,15.92,1485,Crops,Yield,Maize,hg/ha,50111.0
2006,Albania,15.92,1485,Crops,Yield,Potatoes,hg/ha,170745.0
2006,Albania,15.92,1485,Crops,Yield,Soybeans,hg/ha,20000.0
2006,Albania,15.92,1485,Crops,Yield,Wheat,hg/ha,30787.0
2007,Albania,16.67,1485,Crops,Yield,Maize,hg/ha,46732.0
2007,Albania,16.67,1485,Crops,Yield,Potatoes,hg/ha,188902.0
2007,Albania,16.67,1485,Crops,Yield,Soybeans,hg/ha,20000.0
2007,Albania,16.67,1485,Crops,Yield,Wheat,hg/ha,35496.0
2008,Albania,16.71,1485,Crops,Yield,Maize,hg/ha,50000.0
2008,Albania,16.71,1485,Crops,Yield,Potatoes,hg/ha,193878.0
2008,Albania,16.71,1485,Crops,Yield,Soybeans,hg/ha,20000.0
2008,Albania,16.71,1485,Crops,Yield,Wheat,hg/ha,40168.0
2009,Albania,16.73,1485,Crops,Yield,Maize,hg/ha,55693.0
2009,Albania,16.73,1485,Crops,Yield,Potatoes,hg/ha,219780.0
2009,Albania,16.73,1485,Crops,Yield,Soybeans,hg/ha,16667.0
2009,Albania,16.73,1485,Crops,Yield,Wheat,hg/ha,40229.0
2010,Albania,16.52,1485,Crops,Yield,Maize,hg/ha,66790.0
2010,Albania,16.52,1485,Crops,Yield,Potatoes,hg/ha,231111.0
2010,Albania,16.52,1485,Crops,Yield,Soybeans,hg/ha,16667.0
2010,Albania,16.52,1485,Crops,Yield,Wheat,hg/ha,39905.0
2011,Albania,16.45,1485,Crops,Yield,Maize,hg/ha,59869.0
2011,Albania,16.45,1485,Crops,Yield,Potatoes,hg/ha,242211.0
2011,Albania,16.45,1485,Crops,Yield,Soybeans,hg/ha,18519.0
2011,Albania,16.45,1485,Crops,Yield,Wheat,hg/ha,42301.0
2012,Albania,16.7,1485,Crops,Yield,Maize,hg/ha,67290.0
2012,Albania,16.7,1485,Crops,Yield,Potatoes,hg/ha,250538.0
2012,Albania,16.7,1485,Crops,Yield,Soybeans,hg/ha,13333.0
2012,Albania,16.7,1485,Crops,Yield,Wheat,hg/ha,41096.0
2013,Albania,17.41,1485,Crops,Yield,Maize,hg/ha,69533.0
2013,Albania,17.41,1485,Crops,Yield,Potatoes,hg/ha,260110.0
2013,Albania,17.41,1485,Crops,Yield,Soybeans,hg/ha,10000.0
2013,Albania,17.41,1485,Crops,Yield,Wheat,hg/ha,41292.0
1985,Algeria,16.99,89,Crops,Yield,Maize,hg/ha,6376.0
1985,Algeria,16.99,89,Crops,Yield,Potatoes,hg/ha,83576.0
1985,Algeria,16.99,89,Crops,Yield,"Rice, paddy",hg/ha,26667.0
1985,Algeria,16.99,89,Crops,Yield,Sorghum,hg/ha,9111.0
1985,Algeria,16.99,89,Crops,Yield,Wheat,hg/ha,8861.0
1986,Algeria,16.82,89,Crops,Yield,Maize,hg/ha,8433.0
1986,Algeria,16.82,89,Crops,Yield,Potatoes,hg/ha,83971.0
1986,Algeria,16.82,89,Crops,Yield,"Rice, paddy",hg/ha,26957.0
1986,Algeria,16.82,89,Crops,Yield,Sorghum,hg/ha,15385.0
1986,Algeria,16.82,89,Crops,Yield,Wheat,hg/ha,8084.0
1987,Algeria,17.59,89,Crops,Yield,Maize,hg/ha,14106.0
1987,Algeria,17.59,89,Crops,Yield,Potatoes,hg/ha,84197.0
1987,Algeria,17.59,89,Crops,Yield,"Rice, paddy",hg/ha,27083.0
1987,Algeria,17.59,89,Crops,Yield,Sorghum,hg/ha,18889.0
1987,Algeria,17.59,89,Crops,Yield,Wheat,hg/ha,7777.0
1989,Algeria,17.55,89,Crops,Yield,Maize,hg/ha,24000.0
1989,Algeria,17.55,89,Crops,Yield,Potatoes,hg/ha,96166.0
1989,Algeria,17.55,89,Crops,Yield,"Rice, paddy",hg/ha,27925.0
1989,Algeria,17.55,89,Crops,Yield,Sorghum,hg/ha,18632.0
1989,Algeria,17.55,89,Crops,Yield,Wheat,hg/ha,7821.0
1990,Algeria,17.48,89,Crops,Yield,Maize,hg/ha,16500.0
1990,Algeria,17.48,89,Crops,Yield,Potatoes,hg/ha,78936.0
1990,Algeria,17.48,89,Crops,Yield,"Rice, paddy",hg/ha,28000.0
1990,Algeria,17.48,89,Crops,Yield,Sorghum,hg/ha,16571.0
1990,Algeria,17.48,89,Crops,Yield,Wheat,hg/ha,6315.0
1991,Algeria,16.26,89,Crops,Yield,Maize,hg/ha,19231.0
1991,Algeria,16.26,89,Crops,Yield,Potatoes,hg/ha,90747.0
1991,Algeria,16.26,89,Crops,Yield,"Rice, paddy",hg/ha,26786.0
1991,Algeria,16.26,89,Crops,Yield,Sorghum,hg/ha,24231.0
1991,Algeria,16.26,89,Crops,Yield,Wheat,hg/ha,10809.0
1992,Algeria,16.27,89,Crops,Yield,Maize,hg/ha,22828.0
1992,Algeria,16.27,89,Crops,Yield,Potatoes,hg/ha,107917.0
1992,Algeria,16.27,89,Crops,Yield,"Rice, paddy",hg/ha,24733.0
1992,Algeria,16.27,89,Crops,Yield,Sorghum,hg/ha,40000.0
1992,Algeria,16.27,89,Crops,Yield,Wheat,hg/ha,9939.0
1993,Algeria,17.0,89,Crops,Yield,Maize,hg/ha,12500.0
1993,Algeria,17.0,89,Crops,Yield,Potatoes,hg/ha,111215.0
1993,Algeria,17.0,89,Crops,Yield,"Rice, paddy",hg/ha,23111.0
1993,Algeria,17.0,89,Crops,Yield,Sorghum,hg/ha,50000.0
1993,Algeria,17.0,89,Crops,Yield,Wheat,hg/ha,8097.0
1994,Algeria,17.88,89,Crops,Yield,Maize,hg/ha,4512.0
1994,Algeria,17.88,89,Crops,Yield,Potatoes,hg/ha,95078.0
1994,Algeria,17.88,89,Crops,Yield,"Rice, paddy",hg/ha,21374.0
1994,Algeria,17.88,89,Crops,Yield,Wheat,hg/ha,7999.0
1995,Algeria,17.36,89,Crops,Yield,Maize,hg/ha,16115.0
1995,Algeria,17.36,89,Crops,Yield,Potatoes,hg/ha,136768.0
1995,Algeria,17.36,89,Crops,Yield,"Rice, paddy",hg/ha,19598.0
1995,Algeria,17.36,89,Crops,Yield,Sorghum,hg/ha,12667.0
1995,Algeria,17.36,89,Crops,Yield,Wheat,hg/ha,8924.0
1996,Algeria,16.76,89,Crops,Yield,Maize,hg/ha,17154.0
1996,Algeria,16.76,89,Crops,Yield,Potatoes,hg/ha,134629.0
1996,Algeria,16.76,89,Crops,Yield,"Rice, paddy",hg/ha,17861.0
1996,Algeria,16.76,89,Crops,Yield,Sorghum,hg/ha,14750.0
1996,Algeria,16.76,89,Crops,Yield,Wheat,hg/ha,13090.0
1997,Algeria,17.84,89,Crops,Yield,Maize,hg/ha,21417.0
1997,Algeria,17.84,89,Crops,Yield,Potatoes,hg/ha,141042.0
1997,Algeria,17.84,89,Crops,Yield,"Rice, paddy",hg/ha,15000.0
1997,Algeria,17.84,89,Crops,Yield,Sorghum,hg/ha,40000.0
1997,Algeria,17.84,89,Crops,Yield,Wheat,hg/ha,8016.0
1998,Algeria,17.14,89,Crops,Yield,Maize,hg/ha,17222.0
1998,Algeria,17.14,89,Crops,Yield,Potatoes,hg/ha,160256.0
1998,Algeria,17.14,89,Crops,Yield,"Rice, paddy",hg/ha,15000.0
1998,Algeria,17.14,89,Crops,Yield,Sorghum,hg/ha,24500.0
1998,Algeria,17.14,89,Crops,Yield,Wheat,hg/ha,8847.0
1999,Algeria,17.97,89,Crops,Yield,Maize,hg/ha,22375.0
1999,Algeria,17.97,89,Crops,Yield,Potatoes,hg/ha,153532.0
1999,Algeria,17.97,89,Crops,Yield,"Rice, paddy",hg/ha,13942.0
1999,Algeria,17.97,89,Crops,Yield,Sorghum,hg/ha,27000.0
1999,Algeria,17.97,89,Crops,Yield,Wheat,hg/ha,10711.0
2000,Algeria,17.9,89,Crops,Yield,Maize,hg/ha,36186.0
2000,Algeria,17.9,89,Crops,Yield,Potatoes,hg/ha,166143.0
2000,Algeria,17.9,89,Crops,Yield,"Rice, paddy",hg/ha,13052.0
2000,Algeria,17.9,89,Crops,Yield,Sorghum,hg/ha,69500.0
2000,Algeria,17.9,89,Crops,Yield,Wheat,hg/ha,9194.0
2001,Algeria,18.13,89,Crops,Yield,Maize,hg/ha,27175.0
2001,Algeria,18.13,89,Crops,Yield,Potatoes,hg/ha,147018.0
2001,Algeria,18.13,89,Crops,Yield,"Rice, paddy",hg/ha,12314.0
2001,Algeria,18.13,89,Crops,Yield,Sorghum,hg/ha,27750.0
2001,Algeria,18.13,89,Crops,Yield,Wheat,hg/ha,11104.0
2002,Algeria,17.85,89,Crops,Yield,Maize,hg/ha,33480.0
2002,Algeria,17.85,89,Crops,Yield,Potatoes,hg/ha,183774.0
2002,Algeria,17.85,89,Crops,Yield,"Rice, paddy",hg/ha,12959.0
2002,Algeria,17.85,89,Crops,Yield,Sorghum,hg/ha,33900.0
2002,Algeria,17.85,89,Crops,Yield,Wheat,hg/ha,10739.0
2004,Algeria,17.38,89,Crops,Yield,Maize,hg/ha,31729.0
2004,Algeria,17.38,89,Crops,Yield,Potatoes,hg/ha,203585.0
2004,Algeria,17.38,89,Crops,Yield,"Rice, paddy",hg/ha,12829.0
2004,Algeria,17.38,89,Crops,Yield,Sorghum,hg/ha,43316.0
2004,Algeria,17.38,89,Crops,Yield,Wheat,hg/ha,13582.0
2005,Algeria,17.19,89,Crops,Yield,Maize,hg/ha,33864.0
2005,Algeria,17.19,89,Crops,Yield,Potatoes,hg/ha,216267.0
2005,Algeria,17.19,89,Crops,Yield,"Rice, paddy",hg/ha,12998.0
2005,Algeria,17.19,89,Crops,Yield,Sorghum,hg/ha,33486.0
2005,Algeria,17.19,89,Crops,Yield,Wheat,hg/ha,15057.0
2006,Algeria,18.13,89,Crops,Yield,Maize,hg/ha,65668.0
2006,Algeria,18.13,89,Crops,Yield,Potatoes,hg/ha,220689.0
2006,Algeria,18.13,89,Crops,Yield,"Rice, paddy",hg/ha,12769.0
2006,Algeria,18.13,89,Crops,Yield,Sorghum,hg/ha,56728.0
2006,Algeria,18.13,89,Crops,Yield,Wheat,hg/ha,15068.0
2007,Algeria,17.42,89,Crops,Yield,Maize,hg/ha,85625.0
2007,Algeria,17.42,89,Crops,Yield,Potatoes,hg/ha,189927.0
2007,Algeria,17.42,89,Crops,Yield,"Rice, paddy",hg/ha,13375.0
2007,Algeria,17.42,89,Crops,Yield,Sorghum,hg/ha,119059.0
2007,Algeria,17.42,89,Crops,Yield,Wheat,hg/ha,12742.0
2008,Algeria,17.55,89,Crops,Yield,Maize,hg/ha,44714.0
2008,Algeria,17.55,89,Crops,Yield,Potatoes,hg/ha,236393.0
2008,Algeria,17.55,89,Crops,Yield,"Rice, paddy",hg/ha,13952.0
2008,Algeria,17.55,89,Crops,Yield,Sorghum,hg/ha,61786.0
2008,Algeria,17.55,89,Crops,Yield,Wheat,hg/ha,11038.0
2009,Algeria,17.78,89,Crops,Yield,Maize,hg/ha,30914.0
2009,Algeria,17.78,89,Crops,Yield,Potatoes,hg/ha,250764.0
2009,Algeria,17.78,89,Crops,Yield,"Rice, paddy",hg/ha,14594.0
2009,Algeria,17.78,89,Crops,Yield,Sorghum,hg/ha,90465.0
2009,Algeria,17.78,89,Crops,Yield,Wheat,hg/ha,15975.0
2010,Algeria,17.59,89,Crops,Yield,Maize,hg/ha,25827.0
2010,Algeria,17.59,89,Crops,Yield,Potatoes,hg/ha,270526.0
2010,Algeria,17.59,89,Crops,Yield,"Rice, paddy",hg/ha,15305.0
2010,Algeria,17.59,89,Crops,Yield,Sorghum,hg/ha,30286.0
2010,Algeria,17.59,89,Crops,Yield,Wheat,hg/ha,14838.0
2011,Algeria,17.79,89,Crops,Yield,Maize,hg/ha,23374.0
2011,Algeria,17.79,89,Crops,Yield,Potatoes,hg/ha,292806.0
2011,Algeria,17.79,89,Crops,Yield,"Rice, paddy",hg/ha,16081.0
